Division, Department, Course Number, Course Title
College of Ag & Life Sci,LIFE SCIENCES COMMUNICATION,880,Topics in Mass Communication 
College of Ag & Life Sci,LIFE SCIENCES COMMUNICATION,990,Research 
College of Ag & Life Sci,LIFE SCIENCES COMMUNICATION,999,Independent Research 
College of Ag & Life Sci,MICROBIOLOGY,101,General Microbiology 
College of Ag & Life Sci,MICROBIOLOGY,289,Honors Independent Study Enrolled in the CALS Honors Prgm & Sophomore or
College of Ag & Life Sci,MICROBIOLOGY,299,Independent Study 
College of Ag & Life Sci,MICROBIOLOGY,303,Biology of Microorganisms Prev crse in botany/ zool/ 
College of Ag & Life Sci,MICROBIOLOGY,305,Critical Analyses in Microbiology 
College of Ag & Life Sci,MICROBIOLOGY,375,Special Topics
College of Ag & Life Sci,MICROBIOLOGY,399,Coordinative Internship/Cooperative Education 
College of Ag & Life Sci,MICROBIOLOGY,470,Microbial Genetics & Molecular Machines 
College of Ag & Life Sci,MICROBIOLOGY,523,Soil Microbiology and Biochemistry 
College of Ag & Life Sci,MICROBIOLOGY,545,Topics in Biotechnology 
College of Ag & Life Sci,MICROBIOLOGY,668,Microbiology at Atomic Resolution 
College of Ag & Life Sci,MICROBIOLOGY,681,Senior Honors Thesis 
College of Ag & Life Sci,MICROBIOLOGY,682,Senior Honors Thesis 
College of Ag & Life Sci,MICROBIOLOGY,691,Senior Thesis
College of Ag & Life Sci,MICROBIOLOGY,692,Senior Thesis
College of Ag & Life Sci,MICROBIOLOGY,699,Special Problems 
College of Ag & Life Sci,MICROBIOLOGY,731,Seminar 
College of Ag & Life Sci,MICROBIOLOGY,811,Advanced Problems in Microbiology 
College of Ag & Life Sci,MICROBIOLOGY,875,Special Topics
College of Ag & Life Sci,MICROBIOLOGY,914,Seminar-Molecular Biosciences 
College of Ag & Life Sci,MICROBIOLOGY,932,Biotechnology Training Program Seminar 
College of Ag & Life Sci,MICROBIOLOGY,990,Research 
College of Ag & Life Sci,MOLECULAR & ENVIRONMENTAL TOX,606,Colloquium in Environmental Toxicology 
College of Ag & Life Sci,MOLECULAR & ENVIRONMENTAL TOX,626,Toxicology II 
College of Ag & Life Sci,MOLECULAR & ENVIRONMENTAL TOX,631,Toxicants in the Environment: Sources/ Distribution/ Fate/ & Effects 
College of Ag & Life Sci,MOLECULAR & ENVIRONMENTAL TOX,800,Seminar 
College of Ag & Life Sci,MOLECULAR & ENVIRONMENTAL TOX,990,Research 
College of Ag & Life Sci,NUTRITIONAL SCIENCES,132,Nutrition Today 
College of Ag & Life Sci,NUTRITIONAL SCIENCES,289,Honors Independent Study Enrolled in the CALS Honors Prgm & Sophomore or
College of Ag & Life Sci,NUTRITIONAL SCIENCES,299,Independent Study 
College of Ag & Life Sci,NUTRITIONAL SCIENCES,311,Comparative Animal Nutrition Bmol
College of Ag & Life Sci,NUTRITIONAL SCIENCES,332,Human Nutritional Needs
College of Ag & Life Sci,NUTRITIONAL SCIENCES,350,World Hunger and Malnutrition 
College of Ag & Life Sci,NUTRITIONAL SCIENCES,399,Coordinative Internship/Cooperative Education
College of Ag & Life Sci,NUTRITIONAL SCIENCES,421,Global Health Field Experience 
College of Ag & Life Sci,NUTRITIONAL SCIENCES,431,Nutrition in the Life Span
College of Ag & Life Sci,NUTRITIONAL SCIENCES,500,Undergraduate Capstone Seminar Laboratory
College of Ag & Life Sci,NUTRITIONAL SCIENCES,510,Biochemical Principles of Human and Animal Nutrition
College of Ag & Life Sci,NUTRITIONAL SCIENCES,520,Applications in Clinical Nutrition 
College of Ag & Life Sci,NUTRITIONAL SCIENCES,619,Advanced Nutrition: Intermediary Metabolism of Macronutrients 
College of Ag & Life Sci,NUTRITIONAL SCIENCES,625,Advanced Nutrition: Obesity and Diabetes 
College of Ag & Life Sci,NUTRITIONAL SCIENCES,652,Advanced Nutrition Counseling and Education 
College of Ag & Life Sci,NUTRITIONAL SCIENCES,653,Clinical Nutrition Research 
College of Ag & Life Sci,NUTRITIONAL SCIENCES,681,Senior Honors Thesis
College of Ag & Life Sci,NUTRITIONAL SCIENCES,682,Senior Honors Thesis 
College of Ag & Life Sci,NUTRITIONAL SCIENCES,691,Senior Thesis-Nutrition 
College of Ag & Life Sci,NUTRITIONAL SCIENCES,692,Senior Thesis 
College of Ag & Life Sci,NUTRITIONAL SCIENCES,699,Special Problems 
College of Ag & Life Sci,NUTRITIONAL SCIENCES,799,Practicum in Nutritional Sciences Teaching 
College of Ag & Life Sci,NUTRITIONAL SCIENCES,875,Special Topics 
College of Ag & Life Sci,NUTRITIONAL SCIENCES,931,Seminar-Nutrition 
College of Ag & Life Sci,NUTRITIONAL SCIENCES,991,Research Nutrition 
College of Ag & Life Sci,NUTRITIONAL SCIENCES,993,Independent Study in Nutrition 
College of Ag & Life Sci,NUTRITIONAL SCIENCES,123,Plants/ Parasites/ and People 
College of Ag & Life Sci,NUTRITIONAL SCIENCES,299,Independent Study 
College of Ag & Life Sci,NUTRITIONAL SCIENCES,332,Fungi 
College of Ag & Life Sci,NUTRITIONAL SCIENCES,375,Special Topics 
College of Ag & Life Sci,NUTRITIONAL SCIENCES,399,Coordinative Internship/Cooperative Education 
College of Ag & Life Sci,NUTRITIONAL SCIENCES,505,Plant-Microbe Interactions: Molecular and Ecological Aspects 
College of Ag & Life Sci,NUTRITIONAL SCIENCES,590,Capstone in Plant Pathology 
College of Ag & Life Sci,NUTRITIONAL SCIENCES,606,Colloquium in Environmental Toxicology 
College of Ag & Life Sci,NUTRITIONAL SCIENCES,699,Special Problems 
College of Ag & Life Sci,NUTRITIONAL SCIENCES,799,Practicum in Plant Pathology Teaching 
College of Ag & Life Sci,NUTRITIONAL SCIENCES,800,Inquiry-Based Biology Teaching 
College of Ag & Life Sci,NUTRITIONAL SCIENCES,875,Special Topics 
College of Ag & Life Sci,NUTRITIONAL SCIENCES,923,Seminar 
College of Ag & Life Sci,NUTRITIONAL SCIENCES,990,Research 
College of Ag & Life Sci,NUTRITIONAL SCIENCES,230,Soil: Ecosystem and Resource 
College of Ag & Life Sci,NUTRITIONAL SCIENCES,299,Independent Study
College of Ag & Life Sci,NUTRITIONAL SCIENCES,322,Physical Principles of Soil and Water Management 
College of Ag & Life Sci,NUTRITIONAL SCIENCES,375,Special Topics 
College of Ag & Life Sci,NUTRITIONAL SCIENCES,399,Coordinative Internship/Cooperative Education
College of Ag & Life Sci,NUTRITIONAL SCIENCES,523,Soil Microbiology and Biochemistry
College of Ag & Life Sci,NUTRITIONAL SCIENCES,575,Assessment of Environmental Impact 
College of Ag & Life Sci,NUTRITIONAL SCIENCES,606,Colloquium in Environmental Toxicology 
College of Ag & Life Sci,NUTRITIONAL SCIENCES,621,Soil Chemistry 
College of Ag & Life Sci,NUTRITIONAL SCIENCES,631,Toxicants in the Environment: Sources/ Distribution/ Fate/ & Effects 
College of Ag & Life Sci,NUTRITIONAL SCIENCES,682,Senior Honors Thesis
College of Ag & Life Sci,NUTRITIONAL SCIENCES,695,Applications of Geographic Information Systems in Natural Resources
College of Ag & Life Sci,NUTRITIONAL SCIENCES,699,Special Problems
College of Ag & Life Sci,NUTRITIONAL SCIENCES,728,Graduate Seminar 
College of Ag & Life Sci,NUTRITIONAL SCIENCES,799,Practicum in Soil Science Teaching
College of Ag & Life Sci,NUTRITIONAL SCIENCES,875,Special Topics 
College of Ag & Life Sci,NUTRITIONAL SCIENCES,990,Research
Air/ Military & Naval Science,AIR FORCE AEROSPACE STUDIES A F AERO,202,The Evolution of US Air and Space Power II
Air/ Military & Naval Science,AIR FORCE AEROSPACE STUDIES A F AERO,304,Leadership Studies II 
Air/ Military & Naval Science,AIR FORCE AEROSPACE STUDIES A F AERO,402,Preparation for Active Duty 
Air/ Military & Naval Science,AIR FORCE AEROSPACE STUDIES A F AERO,111,Leadership Lab 1B 
Air/ Military & Naval Science,AIR FORCE AEROSPACE STUDIES A F AERO,202,Leadership and Teamwork
Air/ Military & Naval Science,AIR FORCE AEROSPACE STUDIES A F AERO,211,Leadership Lab 2B 
Air/ Military & Naval Science,AIR FORCE AEROSPACE STUDIES A F AERO,302,Leadership and Ethics 
Air/ Military & Naval Science,AIR FORCE AEROSPACE STUDIES A F AERO,311,Leadership Lab 3B 
Air/ Military & Naval Science,AIR FORCE AEROSPACE STUDIES A F AERO,402,Officership
Air/ Military & Naval Science,AIR FORCE AEROSPACE STUDIES A F AERO,411,Leadership Lab 4B 
Air/ Military & Naval Science,AIR FORCE AEROSPACE STUDIES A F AERO,491,American Military History 
Air/ Military & Naval Science,AIR FORCE AEROSPACE STUDIES A F AERO,202,Navigation
Air/ Military & Naval Science,AIR FORCE AEROSPACE STUDIES A F AERO,276,Elementary Naval Laboratory II 
Air/ Military & Naval Science,AIR FORCE AEROSPACE STUDIES A F AERO,301,Naval Engineering 
Air/ Military & Naval Science,AIR FORCE AEROSPACE STUDIES A F AERO,302,Naval Weapons Senior standing. 
Air/ Military & Naval Science,AIR FORCE AEROSPACE STUDIES A F AERO,351,Land Campaigns 
Air/ Military & Naval Science,AIR FORCE AEROSPACE STUDIES A F AERO,376,Intermediate Naval Laboratory II 
Air/ Military & Naval Science,AIR FORCE AEROSPACE STUDIES A F AERO,402,Naval Leadership and Ethics 
Air/ Military & Naval Science,AIR FORCE AEROSPACE STUDIES A F AERO,476,Advanced Naval Laboratory II 
Air/ Military & Naval Science,AIR FORCE AEROSPACE STUDIES A F AERO,576,Professional Naval Laboratory II 
School of Business,ACCOUNTING AND INFO SYSTEMS,100,Introductory Financial Acc
School of Business,ACCOUNTING AND INFO SYSTEMS,211,Introductory Managerial Accounting 
School of Business,ACCOUNTING AND INFO SYSTEMS,300,Accounting Principles
School of Business,ACCOUNTING AND INFO SYSTEMS,301,Financial Reporting I
School of Business,ACCOUNTING AND INFO SYSTEMS,302,Financial Reporting II
School of Business,ACCOUNTING AND INFO SYSTEMS,310,Cost Management Systems. 
School of Business,ACCOUNTING AND INFO SYSTEMS,329,Taxation: Concepts for Business and Personal Planning
School of Business,ACCOUNTING AND INFO SYSTEMS,399,Reading and Research-Accounting
School of Business,ACCOUNTING AND INFO SYSTEMS,406,Advanced Financial Reporting 
School of Business,ACCOUNTING AND INFO SYSTEMS,600,Accountancy Internship and Practice Research 
School of Business,ACCOUNTING AND INFO SYSTEMS,601,Professional Practice Issues in Accounting and Auditing 
School of Business,ACCOUNTING AND INFO SYSTEMS,603,Financial Statement Analysis 
School of Business,ACCOUNTING AND INFO SYSTEMS,620,Fundamentals of Taxation
School of Business,ACCOUNTING AND INFO SYSTEMS,630,Audit and Assurance Services Senior standing; 
School of Business,ACCOUNTING AND INFO SYSTEMS,701,Financial Reporting I 
School of Business,ACCOUNTING AND INFO SYSTEMS,702,Financial Reporting II 
School of Business,ACCOUNTING AND INFO SYSTEMS,706,Advanced Financial Reporting 
School of Business,ACCOUNTING AND INFO SYSTEMS,722,Taxation of Pass-Through Entities 
School of Business,ACCOUNTING AND INFO SYSTEMS,725,Taxation of Cross-Jurisdictional Transactions 
School of Business,ACCOUNTING AND INFO SYSTEMS,765,Contemporary Topics 
School of Business,ACCOUNTING AND INFO SYSTEMS,771,Seminar in Strategic Cost Management and Performance Measurement 
School of Business,ACCOUNTING AND INFO SYSTEMS,799,Reading and Research-Accounting 
School of Business,ACCOUNTING AND INFO SYSTEMS,971,Seminar in Accounting Research
School of Business,ACCOUNTING AND INFO SYSTEMS,990,Accounting Independent Research PhD Thesis 
School of Business,ACCOUNTING AND INFO SYSTEMS,999,Reading and Research-Accounting PhD PhD st & cons inst 
School of Business,ACTUARIAL SCIENCE,300,Actuarial Science Methods I 
School of Business,ACTUARIAL SCIENCE,303,Theory of Interest and Life Insurance 
School of Business,ACTUARIAL SCIENCE,365,Contemporary Topics 
School of Business,ACTUARIAL SCIENCE,652,Loss Models I
School of Business,ACTUARIAL SCIENCE,653,Loss Models II
School of Business,ACTUARIAL SCIENCE,654,Regression and Time Series for Actuaries 
School of Business,ACTUARIAL SCIENCE,300,Introduction to Finance 
School of Business,ACTUARIAL SCIENCE,305,Financial Markets/ Institutions and Economic Activity 
School of Business,ACTUARIAL SCIENCE,320,Investment Theory Sophomore/
School of Business,ACTUARIAL SCIENCE,325,Corporation Finance
School of Business,ACTUARIAL SCIENCE,330,Derivative Securities
School of Business,ACTUARIAL SCIENCE,365,Contemporary Topics 
School of Business,ACTUARIAL SCIENCE,410,Bank Management 
School of Business,ACTUARIAL SCIENCE,420,Investment Banking and Capital Markets 
School of Business,ACTUARIAL SCIENCE,445,Multinational Business Finance Finance/
School of Business,ACTUARIAL SCIENCE,610,Bank Simulation and Strategy 
School of Business,ACTUARIAL SCIENCE,635,Security Analysis 
School of Business,ACTUARIAL SCIENCE,726,Valuation and Corporate Investment Decisions 
School of Business,ACTUARIAL SCIENCE,727,Raising Capital & Financing the Firm
School of Business,ACTUARIAL SCIENCE,736,Introduction to Applied Portfolio Management
School of Business,ACTUARIAL SCIENCE,740,Analysis of Fixed Income Securities
School of Business,ACTUARIAL SCIENCE,745,Multinational Business Finance 
School of Business,ACTUARIAL SCIENCE,755,Corporate Restructuring & Reorganization 
School of Business,ACTUARIAL SCIENCE,757,Entrepreneurial Finance 
School of Business,ACTUARIAL SCIENCE,765,Contemporary Topics 
School of Business,ACTUARIAL SCIENCE,836,Applied Security Analysis and Investment Management II
School of Business,ACTUARIAL SCIENCE,851,Applied Corporate Finance II 
School of Business,ACTUARIAL SCIENCE,972,Topics Seminar-Finance PhD
School of Business,ACTUARIAL SCIENCE,973,Seminar-Workshop in Finance 
School of Business,ACTUARIAL SCIENCE,990,Finance Independent Research PhD Thesis 
School of Business,ACTUARIAL SCIENCE,999,Reading and Research-Finance PhD PhD st & cons inst 
School of Business,GENERAL BUSINESS,300,Professional Communication Sophomore/ Juniorr or Senior standing. 
School of Business,GENERAL BUSINESS,301,Business Law
School of Business,GENERAL BUSINESS,302,Business Organizations and Negotiable Instruments
School of Business,GENERAL BUSINESS,303,Business Statistics
School of Business,GENERAL BUSINESS,304,Intermediate Business Statistics
School of Business,GENERAL BUSINESS,311,Fundamentals of Management and Marketing for Non-Business Majors 
School of Business,GENERAL BUSINESS,320,Intercultural Communication in Business 
School of Business,GENERAL BUSINESS,365,Contemporary Topics 
School of Business,GENERAL BUSINESS,399,Reading and Research-Business Research 
School of Business,GENERAL BUSINESS,451,Professional Experience in Business-Extended Internship 
School of Business,GENERAL BUSINESS,601,Systems Thinking and Sustainable Businesses
School of Business,GENERAL BUSINESS,701,Managing Legal Risks 
School of Business,GENERAL BUSINESS,765,Contemporary Topics 
School of Business,GENERAL BUSINESS,775,Introduction to Bayesian Decision and Control I 
School of Business,GENERAL BUSINESS,975,Ph.D. Communication for Dissertators Bus PhDs: dissertator status; non-Bus PhDs: dissertator status & cons inst 
School of Business,INFORMATION SYSTEMS,371,Technology of Computer-Based Business Systems 
School of Business,INFORMATION SYSTEMS,424,Analysis and Design of Computer-Based Systems 
School of Business,INFORMATION SYSTEMS,724,Analysis and Design of Computer-Based Systems 
School of Business,INTERNATIONAL BUSINESS,200,International Business
School of Business,INTERNATIONAL BUSINESS,320,Intercultural Communication in Business 
School of Business,INTERNATIONAL BUSINESS,329,Spanish for Business 
School of Business,INTERNATIONAL BUSINESS,403,Global Issues in Management 
School of Business,INTERNATIONAL BUSINESS,420,Global Marketing Strategy Sophomore/
School of Business,INTERNATIONAL BUSINESS,445,Multinational Business Finance Finance/
School of Business,INTERNATIONAL BUSINESS,462,Latin American Economic Development 
School of Business,INTERNATIONAL BUSINESS,745,Multinational Business Finance 
School of Business,INTERNATIONAL BUSINESS,765,Contemporary Topics 
School of Business,INTERNATIONAL BUSINESS,799,Reading and Research-International Business 
School of Business,INTERNATIONAL BUSINESS,300,Organizational Behavior 
School of Business,INTERNATIONAL BUSINESS,305,Human Resource Management
School of Business,INTERNATIONAL BUSINESS,321,Social Entrepreneurship 
School of Business,INTERNATIONAL BUSINESS,322,Introduction to Entrepreneurial Management 
School of Business,INTERNATIONAL BUSINESS,365,Contemporary Topics 
School of Business,INTERNATIONAL BUSINESS,399,Reading and Research-Management 
School of Business,INTERNATIONAL BUSINESS,401,The Management of Teams 
School of Business,INTERNATIONAL BUSINESS,403,Global Issues in Management 
School of Business,INTERNATIONAL BUSINESS,412,Management Consulting 
School of Business,INTERNATIONAL BUSINESS,422,Entrepreneurial Management 
School of Business,INTERNATIONAL BUSINESS,423,Strategic Management
School of Business,INTERNATIONAL BUSINESS,427,Entrepreneurial Growth Strategies
School of Business,INTERNATIONAL BUSINESS,434,Venture Creation 
School of Business,INTERNATIONAL BUSINESS,441,Technology Entrepreneurship 
School of Business,INTERNATIONAL BUSINESS,612,Labor-Management Relations 
School of Business,INTERNATIONAL BUSINESS,628,Negotiations
School of Business,INTERNATIONAL BUSINESS,715,Strategic Management of Innovation
School of Business,INTERNATIONAL BUSINESS,722,Entrepreneurial Management 
School of Business,INTERNATIONAL BUSINESS,723,Business Strategy 
School of Business,INTERNATIONAL BUSINESS,728,Bargaining/ Negotiating and Dispute Settlement for Managers MBA standing or cons inst 
School of Business,INTERNATIONAL BUSINESS,729,Behavioral Analysis of Management Decision Making
School of Business,INTERNATIONAL BUSINESS,738,Weinert Applied Ventures in Entrepreneurship 
School of Business,INTERNATIONAL BUSINESS,741,Technology Entrepreneurship 
School of Business,INTERNATIONAL BUSINESS,765,Contemporary Topics 
School of Business,INTERNATIONAL BUSINESS,774,Seminar-Arts Administration 
School of Business,INTERNATIONAL BUSINESS,799,Reading and Research-Management 
School of Business,INTERNATIONAL BUSINESS,976,Doctoral Research Seminar in Management
School of Business,INTERNATIONAL BUSINESS,977,Emerging Entrepreneurship Theory and Research PhD stdt & cons inst 
School of Business,INTERNATIONAL BUSINESS,990,Management Independent Research PhD Thesis 
School of Business,INTERNATIONAL BUSINESS,999,Reading and Research-Management and Human Resources PhD PhD st & cons inst 
School of Business,MARKETING,300,Marketing Management Sophomore/
School of Business,MARKETING,305,Consumer Behavior 
